review_id,pull_request_id,reviewer_id,review_round,comments_count,approved,review_timestamp
RV0000095,PR000060,D0030,2,6,1,2024-01-16 15:54:36.254114
RV0000096,PR000061,D0042,1,1,0,2024-01-16 05:23:22.196731
RV0000097,PR000061,D0042,2,0,1,2024-01-16 01:48:50.575277
RV0000098,PR000063,D0004,1,6,1,2024-01-16 10:49:23.988758
RV0000099,PR000064,D0026,1,3,0,2024-01-16 02:28:13.644573
RV0000100,PR000064,D0026,2,1,1,2024-01-16 02:03:28.405899
RV0000101,PR000065,D0004,1,9,0,2024-01-22 08:54:08.685755
RV0000102,PR000065,D0004,2,8,0,2024-01-23 00:12:24.572309
RV0000103,PR000065,D0004,3,2,1,2024-01-22 14:10:07.986764
RV0000104,PR000066,D0026,1,6,0,2024-01-14 04:12:31.506802
RV0000105,PR000066,D0026,2,1,0,2024-01-14 02:44:27.988758
RV0000106,PR000066,D0026,3,1,1,2024-01-14 03:32:27.818839
RV0000107,PR000067,D0030,1,6,0,2024-01-17 15:59:40.950474
RV0000108,PR000067,D0030,2,4,1,2024-01-17 13:37:17.486710
RV0000109,PR000068,D0026,1,6,1,2024-02-01 14:18:04.940131
RV0000110,PR000069,D0019,1,0,1,2024-01-28 22:11:13.674719
RV0000111,PR000070,D0050,1,2,0,2024-02-06 11:28:23.749773
RV0000112,PR000070,D0050,2,1,0,2024-02-06 03:44:09.005045
RV0000113,PR000070,D0050,3,17,1,2024-02-06 03:20:45.929322
RV0000114,PR000071,D0026,1,3,0,2024-01-28 23:24:51.750761
RV0000115,PR000071,D0026,2,2,1,2024-01-28 18:44:13.372627
RV0000116,PR000072,D0019,1,1,1,2024-02-07 23:46:22.993346
RV0000117,PR000074,D0004,1,3,1,2024-02-07 23:32:22.563939
RV0000118,PR000075,D0004,1,7,1,2024-02-06 03:22:20.739112
RV0000119,PR000076,D0030,1,2,1,2024-02-06 20:39:10.284553
RV0000120,PR000077,D0030,1,11,0,2024-02-04 11:36:17.968140
RV0000121,PR000077,D0030,2,4,0,2024-02-04 14:49:32.688755
RV0000122,PR000077,D0030,3,3,1,2024-02-04 09:50:50.107977
RV0000123,PR000078,D0030,1,2,0,2024-01-30 17:39:31.103602
RV0000124,PR000078,D0030,2,2,1,2024-01-30 18:17:08.525101
RV0000125,PR000079,D0026,1,9,1,2024-01-28 15:49:32.820180
RV0000126,PR000080,D0019,1,2,1,2024-02-09 02:04:35.866559
RV0000127,PR000081,D0004,1,4,0,2024-01-31 23:27:02.569065
RV0000128,PR000081,D0004,2,2,1,2024-02-01 03:24:22.565125
RV0000129,PR000082,D0030,1,6,1,2024-02-07 21:08:07.702497
RV0000130,PR000083,D0042,1,0,1,2024-02-01 03:19:53.784576
RV0000131,PR000084,D0030,1,2,0,2024-02-02 21:13:40.001036
RV0000132,PR000084,D0030,2,5,0,2024-02-02 21:01:39.307577
RV0000133,PR000084,D0030,3,3,1,2024-02-02 22:40:20.880649
RV0000134,PR000085,D0050,1,9,1,2024-02-07 23:40:01.790178
RV0000135,PR000086,D0050,1,4,1,2024-02-03 00:33:31.393383
RV0000136,PR000087,D0026,1,6,1,2024-02-08 00:04:56.435728
RV0000137,PR000088,D0026,1,5,1,2024-01-29 17:45:27.018338
RV0000138,PR000089,D0006,1,3,1,2024-01-28 17:30:46.594086
RV0000139,PR000090,D0019,1,14,0,2024-02-05 17:32:46.900507
RV0000140,PR000090,D0019,2,13,1,2024-02-05 17:52:33.724357
RV0000141,PR000091,D0026,1,6,0,2024-01-30 10:59:02.437196
RV0000142,PR000091,D0026,2,1,1,2024-01-30 08:31:57.765253
RV0000143,PR000092,D0006,1,2,0,2024-02-01 04:18:54.357313
RV0000144,PR000092,D0006,2,2,0,2024-02-01 03:45:18.216063
RV0000145,PR000092,D0006,3,3,1,2024-02-01 07:21:53.725791
RV0000146,PR000093,D0026,1,2,0,2024-02-13 05:26:08.036210
RV0000147,PR000093,D0026,2,2,0,2024-02-13 14:03:44.775693
RV0000148,PR000093,D0026,3,9,1,2024-02-13 17:59:05.865501
RV0000149,PR000094,D0042,1,1,0,2024-02-20 22:11:55.815157
RV0000150,PR000094,D0042,2,2,1,2024-02-20 13:05:12.903964
RV0000151,PR000095,D0019,1,2,1,2024-02-21 15:12:19.694993
RV0000152,PR000096,D0019,1,7,0,2024-02-15 09:53:14.282204
RV0000153,PR000096,D0019,2,4,1,2024-02-15 16:16:34.413048
RV0000154,PR000097,D0006,1,2,1,2024-02-20 05:56:06.324399
RV0000155,PR000098,D0030,1,2,1,2024-02-13 13:07:59.951381
RV0000156,PR000099,D0019,1,7,0,2024-02-11 02:46:56.061185
RV0000157,PR000099,D0019,2,3,1,2024-02-11 15:29:42.819047
RV0000158,PR000100,D0004,1,3,0,2024-02-19 22:10:58.616163
RV0000159,PR000100,D0004,2,7,1,2024-02-20 10:54:02.149567
RV0000160,PR000101,D0004,1,0,1,2024-02-14 00:39:47.222921
RV0000161,PR000102,D0006,1,7,0,2024-02-20 15:23:38.570286
RV0000162,PR000102,D0006,2,1,0,2024-02-20 07:21:17.899590
RV0000163,PR000102,D0006,3,7,1,2024-02-20 11:59:06.150174
RV0000164,PR000103,D0004,1,1,0,2024-03-02 00:39:07.316655
RV0000165,PR000103,D0004,2,5,0,2024-03-02 01:57:59.896429
RV0000166,PR000103,D0004,3,3,1,2024-03-01 16:58:21.989365
RV0000167,PR000104,D0030,1,1,1,2024-03-06 15:44:13.158909
RV0000168,PR000105,D0050,1,5,1,2024-03-05 08:57:14.903239
RV0000169,PR000106,D0019,1,1,1,2024-03-04 11:25:43.884066
RV0000170,PR000107,D0006,1,1,1,2024-02-28 18:59:29.231244
RV0000171,PR000110,D0006,1,7,0,2024-03-04 19:21:31.638928
RV0000172,PR000110,D0006,2,17,1,2024-03-05 08:21:06.356433
RV0000173,PR000111,D0050,1,1,0,2024-02-25 12:34:34.086946
RV0000174,PR000111,D0050,2,5,1,2024-02-25 09:01:30.129606
RV0000175,PR000113,D0019,1,8,0,2024-02-26 14:09:10.005042
RV0000176,PR000113,D0019,2,2,1,2024-02-26 05:46:01.008382
RV0000177,PR000114,D0042,1,11,0,2024-02-25 08:01:05.599140
RV0000178,PR000114,D0042,2,3,1,2024-02-25 10:42:21.977165
RV0000179,PR000115,D0042,1,1,0,2024-03-12 19:59:40.339008
RV0000180,PR000115,D0042,2,1,1,2024-03-12 21:15:48.255308
RV0000181,PR000116,D0026,1,6,0,2024-03-14 11:55:21.470246
RV0000182,PR000116,D0026,2,2,1,2024-03-14 16:16:39.757572
RV0000183,PR000117,D0030,1,6,1,2024-03-13 05:50:24.291393
RV0000184,PR000118,D0050,1,9,1,2024-03-18 03:34:28.943702
RV0000185,PR000119,D0006,1,5,0,2024-03-18 14:26:55.406713
RV0000186,PR000119,D0006,2,0,1,2024-03-18 14:20:56.833706
RV0000187,PR000120,D0050,1,1,0,2024-03-14 22:16:53.606777
RV0000188,PR000120,D0050,2,1,0,2024-03-15 00:44:40.652137
RV0000189,PR000120,D0050,3,5,1,2024-03-14 14:59:56.119163
RV0000190,PR000121,D0050,1,5,1,2024-03-11 12:47:31.919256
RV0000191,PR000122,D0026,1,7,1,2024-03-18 20:32:07.049625
RV0000192,PR000123,D0006,1,7,1,2024-03-19 04:15:45.234064
RV0000193,PR000125,D0006,1,3,0,2024-03-10 13:44:20.151289
RV0000194,PR000125,D0006,2,1,0,2024-03-10 14:23:41.210975
RV0000195,PR000125,D0006,3,1,1,2024-03-10 13:37:06.173935
RV0000196,PR000126,D0004,1,7,1,2024-03-17 18:33:44.129925
RV0000197,PR000127,D0026,1,7,0,2024-03-13 02:42:30.492833
RV0000198,PR000127,D0026,2,6,1,2024-03-13 04:29:06.967025
RV0000199,PR000128,D0004,1,2,0,2024-03-10 19:03:51.802693
RV0000200,PR000128,D0004,2,3,1,2024-03-10 19:24:41.424245
RV0000201,PR000130,D0004,1,9,1,2024-03-16 13:17:48.860348
RV0000202,PR000131,D0004,1,1,1,2024-03-14 02:24:33.849261
RV0000203,PR000132,D0042,1,1,0,2024-03-15 13:21:52.013992
RV0000204,PR000132,D0042,2,3,1,2024-03-15 04:57:52.249237
RV0000205,PR000133,D0004,1,1,0,2024-03-11 01:28:23.437699
RV0000206,PR000133,D0004,2,2,0,2024-03-11 00:37:01.438299
RV0000207,PR000133,D0004,3,3,1,2024-03-11 00:33:18.836923
RV0000208,PR000134,D0026,1,20,0,2024-03-20 17:59:57.817882
RV0000209,PR000134,D0026,2,9,0,2024-03-20 14:39:51.425785
RV0000210,PR000134,D0026,3,5,1,2024-03-20 13:03:17.416895
RV0000211,PR000135,D0006,1,3,1,2024-03-11 07:51:10.473227
RV0000212,PR000136,D0004,1,13,1,2024-03-10 07:04:00.274924
RV0000213,PR000137,D0026,1,5,1,2024-03-10 14:54:47.309639
RV0000214,PR000138,D0030,1,1,1,2024-03-19 02:22:30.797192
RV0000215,PR000139,D0030,1,1,1,2024-03-14 10:46:22.692841
RV0000216,PR000141,D0019,1,1,0,2024-03-20 12:40:52.830483
RV0000217,PR000141,D0019,2,1,0,2024-03-20 16:41:29.184359
RV0000218,PR000141,D0019,3,7,1,2024-03-20 08:13:00.200212
RV0000219,PR000142,D0050,1,9,1,2024-03-12 09:57:56.567287
RV0000220,PR000143,D0026,1,0,1,2024-04-04 05:20:19.803022
RV0000221,PR000144,D0030,1,1,0,2024-03-26 06:03:55.588520
RV0000222,PR000144,D0030,2,2,1,2024-03-26 10:51:32.223428
RV0000223,PR000145,D0004,1,5,0,2024-04-04 08:34:41.131306
RV0000224,PR000145,D0004,2,5,1,2024-04-04 05:37:53.837781
RV0000225,PR000148,D0026,1,4,0,2024-03-26 21:33:25.589229
RV0000226,PR000148,D0026,2,1,1,2024-03-27 01:29:39.263463
RV0000227,PR000149,D0042,1,10,1,2024-03-27 09:25:36.724449
RV0000228,PR000150,D0042,1,0,0,2024-03-30 22:41:26.708061
RV0000229,PR000150,D0042,2,11,0,2024-03-30 18:51:49.546218
RV0000230,PR000150,D0042,3,4,1,2024-03-30 16:43:24.188501
RV0000231,PR000151,D0042,1,3,1,2024-03-25 22:52:12.832315
RV0000232,PR000152,D0006,1,3,1,2024-03-29 09:36:55.226099
RV0000233,PR000153,D0019,1,7,0,2024-03-28 13:25:45.514507
RV0000234,PR000153,D0019,2,9,1,2024-03-27 22:00:09.060636
RV0000235,PR000154,D0026,1,8,1,2024-03-31 21:04:12.671639
RV0000236,PR000155,D0026,1,1,1,2024-03-28 15:41:36.359459
RV0000237,PR000156,D0026,1,8,1,2024-04-01 03:27:46.780629
RV0000238,PR000157,D0026,1,3,0,2024-03-25 15:29:14.324142
RV0000239,PR000157,D0026,2,9,1,2024-03-25 14:41:54.623956
RV0000240,PR000158,D0004,1,6,1,2024-03-28 01:02:00.463383
RV0000241,PR000159,D0004,1,3,0,2024-03-31 18:44:37.144199
RV0000242,PR000159,D0004,2,1,0,2024-03-31 13:29:42.770327
RV0000243,PR000159,D0004,3,0,1,2024-04-01 01:39:53.088116
RV0000244,PR000160,D0019,1,6,0,2024-03-25 03:09:12.301883
RV0000245,PR000160,D0019,2,0,1,2024-03-25 05:08:14.949783
RV0000246,PR000161,D0042,1,1,0,2024-03-28 14:04:02.717639
RV0000247,PR000161,D0042,2,2,0,2024-03-28 11:59:42.082807
RV0000248,PR000161,D0042,3,0,1,2024-03-28 13:32:38.089049
RV0000249,PR000162,D0006,1,0,1,2024-03-31 04:16:20.897728
RV0000250,PR000163,D0042,1,2,0,2024-03-28 20:56:59.292329
RV0000251,PR000163,D0042,2,0,0,2024-03-28 19:57:23.070815
RV0000252,PR000163,D0042,3,1,1,2024-03-28 22:49:43.354682
RV0000253,PR000164,D0026,1,2,0,2024-03-29 02:54:37.878350
RV0000254,PR000164,D0026,2,3,0,2024-03-29 01:31:46.616136
RV0000255,PR000164,D0026,3,15,1,2024-03-28 22:51:55.110483
RV0000256,PR000165,D0006,1,0,1,2024-04-10 09:11:05.367882
RV0000257,PR000166,D0050,1,4,0,2024-04-10 21:44:29.410355
RV0000258,PR000166,D0050,2,4,0,2024-04-10 21:14:45.729805
RV0000259,PR000166,D0050,3,3,1,2024-04-10 20:46:38.950329
RV0000260,PR000167,D0004,1,1,1,2024-04-08 13:17:56.923093
RV0000261,PR000168,D0026,1,2,1,2024-04-07 08:51:42.586897
RV0000262,PR000169,D0004,1,3,1,2024-04-12 22:47:33.860062
RV0000263,PR000170,D0042,1,6,0,2024-04-14 17:03:46.367725
RV0000264,PR000170,D0042,2,5,1,2024-04-14 19:45:26.238489
RV0000265,PR000171,D0026,1,1,0,2024-04-18 22:32:00.617933
RV0000266,PR000171,D0026,2,1,1,2024-04-18 23:22:09.119502
RV0000267,PR000172,D0019,1,2,1,2024-04-10 04:48:30.171292
RV0000268,PR000173,D0019,1,1,0,2024-04-10 14:53:24.022765
RV0000269,PR000173,D0019,2,6,1,2024-04-10 15:19:49.786425
RV0000270,PR000174,D0050,1,3,0,2024-04-14 04:29:33.850345
RV0000271,PR000174,D0050,2,2,1,2024-04-14 16:55:15.010501
RV0000272,PR000175,D0019,1,4,0,2024-04-09 08:07:44.246202
RV0000273,PR000175,D0019,2,3,1,2024-04-09 09:14:14.061258
RV0000274,PR000176,D0042,1,10,0,2024-04-14 11:30:35.047146
RV0000275,PR000176,D0042,2,0,1,2024-04-14 01:58:48.946362
RV0000276,PR000177,D0050,1,9,1,2024-04-15 08:53:44.385767
RV0000277,PR000178,D0006,1,7,1,2024-04-10 04:16:21.069720
RV0000278,PR000180,D0004,1,7,0,2024-04-13 01:51:01.897178
RV0000279,PR000180,D0004,2,4,1,2024-04-12 23:28:48.135407
RV0000280,PR000182,D0006,1,3,0,2024-04-13 05:22:34.686791
RV0000281,PR000182,D0006,2,3,1,2024-04-13 07:04:53.215576
RV0000282,PR000183,D0030,1,8,0,2024-04-16 04:45:46.863186
RV0000283,PR000183,D0030,2,1,1,2024-04-16 04:06:54.761366
RV0000284,PR000184,D0004,1,5,0,2024-04-12 19:25:08.245099
RV0000285,PR000184,D0004,2,2,1,2024-04-12 20:23:30.188883
RV0000286,PR000185,D0004,1,3,1,2024-04-12 16:50:32.816680
RV0000287,PR000186,D0026,1,0,1,2024-04-15 10:47:11.159304
RV0000288,PR000187,D0006,1,7,1,2024-04-16 12:17:12.692260
RV0000289,PR000188,D0042,1,3,0,2024-04-07 14:35:36.535296
RV0000290,PR000188,D0042,2,2,1,2024-04-07 11:56:15.483742
RV0000291,PR000189,D0019,1,1,1,2024-04-08 07:55:17.237095
RV0000292,PR000190,D0004,1,12,1,2024-04-28 02:52:50.855587
RV0000293,PR000191,D0042,1,9,0,2024-04-25 12:29:42.980002
RV0000294,PR000191,D0042,2,14,0,2024-04-25 18:46:03.055037
RV0000295,PR000191,D0042,3,5,1,2024-04-25 11:58:57.115287
RV0000296,PR000192,D0050,1,1,0,2024-04-25 19:46:20.926168
RV0000297,PR000192,D0050,2,3,0,2024-04-25 05:11:58.830528
RV0000298,PR000192,D0050,3,10,1,2024-04-25 18:16:37.071355
RV0000299,PR000193,D0006,1,3,1,2024-04-29 18:50:11.315294
RV0000300,PR000194,D0042,1,4,0,2024-04-29 09:44:47.909903
RV0000301,PR000194,D0042,2,5,1,2024-04-29 04:58:38.758752
RV0000302,PR000195,D0026,1,1,1,2024-05-01 06:18:59.641338
RV0000303,PR000196,D0050,1,1,0,2024-04-30 00:38:19.632820
RV0000304,PR000196,D0050,2,5,0,2024-04-30 06:47:02.230670
RV0000305,PR000196,D0050,3,6,1,2024-04-30 04:09:28.406345
RV0000306,PR000197,D0026,1,2,0,2024-05-04 01:52:19.399667
RV0000307,PR000197,D0026,2,4,0,2024-05-04 13:41:47.582571
RV0000308,PR000197,D0026,3,1,1,2024-05-04 01:21:39.414642
RV0000309,PR000198,D0026,1,5,0,2024-04-25 09:40:12.787651
RV0000310,PR000198,D0026,2,12,0,2024-04-25 11:59:03.462784
RV0000311,PR000198,D0026,3,3,1,2024-04-25 18:12:25.386970
RV0000312,PR000199,D0026,1,2,1,2024-04-22 01:40:09.221166
RV0000313,PR000200,D0026,1,4,1,2024-04-30 09:27:29.386501
RV0000314,PR000202,D0050,1,9,0,2024-04-24 12:16:39.052190
RV0000315,PR000202,D0050,2,5,0,2024-04-24 10:18:34.351048
RV0000316,PR000202,D0050,3,1,1,2024-04-24 10:20:58.629190
RV0000317,PR000203,D0015,1,3,1,2024-01-05 14:50:04.875322
RV0000318,PR000204,D0057,1,7,1,2023-12-29 09:02:51.342560
RV0000319,PR000205,D0037,1,2,0,2024-01-01 05:17:30.245616
RV0000320,PR000205,D0037,2,4,0,2024-01-01 08:44:08.265685
RV0000321,PR000205,D0037,3,4,1,2024-01-01 17:09:39.094183
RV0000322,PR000206,D0013,1,3,1,2023-12-27 06:50:28.904654
RV0000323,PR000207,D0047,1,4,1,2023-12-31 04:39:45.310223
RV0000324,PR000208,D0013,1,4,0,2023-12-28 01:34:50.241969
RV0000325,PR000208,D0013,2,8,1,2023-12-27 17:38:53.156654
RV0000326,PR000210,D0054,1,3,1,2023-12-26 14:41:31.832243
RV0000327,PR000211,D0059,1,2,1,2024-01-03 05:05:39.364937
RV0000328,PR000212,D0059,1,1,1,2023-12-31 09:09:16.496391
RV0000329,PR000213,D0047,1,2,1,2023-12-26 23:56:46.819762
RV0000330,PR000214,D0024,1,4,1,2024-01-03 05:54:42.337258
RV0000331,PR000215,D0024,1,2,1,2024-01-04 00:51:32.107655
RV0000332,PR000216,D0047,1,3,1,2023-12-26 17:33:23.729105
RV0000333,PR000217,D0054,1,2,1,2024-01-02 02:54:41.998995
RV0000334,PR000219,D0047,1,8,1,2024-01-02 02:31:48.630844
RV0000335,PR000220,D0013,1,11,1,2023-12-31 20:55:19.008210
RV0000336,PR000221,D0037,1,1,0,2024-01-05 15:47:44.957215
RV0000337,PR000221,D0037,2,4,1,2024-01-05 17:53:08.168632
RV0000338,PR000222,D0057,1,2,0,2024-01-04 19:54:55.168979
RV0000339,PR000222,D0057,2,15,1,2024-01-04 19:40:36.019067
RV0000340,PR000223,D0057,1,8,0,2024-01-06 04:44:12.970418
RV0000341,PR000223,D0057,2,9,1,2024-01-06 01:12:46.316839
RV0000342,PR000224,D0054,1,8,0,2024-01-12 09:46:11.622522
RV0000343,PR000224,D0054,2,2,0,2024-01-12 18:00:25.427565
RV0000344,PR000224,D0054,3,1,1,2024-01-12 11:53:01.854301
RV0000345,PR000225,D0047,1,1,1,2024-01-11 22:30:40.286690
RV0000346,PR000226,D0054,1,13,1,2024-01-09 09:59:09.867541
RV0000347,PR000227,D0047,1,0,0,2024-01-16 04:40:36.599173
RV0000348,PR000227,D0047,2,6,0,2024-01-16 00:16:53.230553
RV0000349,PR000227,D0047,3,3,1,2024-01-16 04:49:37.365599
RV0000350,PR000228,D0059,1,7,1,2024-01-13 14:47:39.638954
RV0000351,PR000229,D0015,1,1,1,2024-01-11 14:12:10.581543
RV0000352,PR000230,D0059,1,2,0,2024-01-08 07:13:47.543775
RV0000353,PR000230,D0059,2,4,1,2024-01-08 11:24:03.039166
RV0000354,PR000231,D0015,1,13,1,2024-01-10 16:57:59.886946
RV0000355,PR000232,D0037,1,1,0,2024-01-12 06:47:34.364470
RV0000356,PR000232,D0037,2,2,1,2024-01-12 06:37:08.833133
RV0000357,PR000233,D0013,1,4,1,2024-01-17 07:39:57.600939
RV0000358,PR000234,D0047,1,1,1,2024-01-17 12:09:01.518046
RV0000359,PR000235,D0057,1,1,1,2024-01-14 21:27:58.413915
RV0000360,PR000236,D0054,1,7,1,2024-01-17 03:57:05.529953
RV0000361,PR000237,D0015,1,1,1,2024-01-19 15:12:14.128164
RV0000362,PR000239,D0013,1,4,1,2024-01-08 09:55:56.847219
RV0000363,PR000240,D0015,1,6,1,2024-01-17 17:33:22.100886
RV0000364,PR000241,D0054,1,2,0,2024-01-12 20:29:41.955132
RV0000365,PR000241,D0054,2,2,1,2024-01-12 22:28:43.068411
RV0000366,PR000242,D0024,1,1,0,2024-01-12 00:55:50.326046
RV0000367,PR000242,D0024,2,3,1,2024-01-12 00:58:56.590767
RV0000368,PR000243,D0057,1,14,1,2024-01-18 21:28:27.603313
RV0000369,PR000244,D0054,1,0,1,2024-01-08 07:23:29.173519
RV0000370,PR000245,D0047,1,2,0,2024-01-11 07:06:45.889512
RV0000371,PR000245,D0047,2,8,0,2024-01-11 05:59:25.137708
RV0000372,PR000245,D0047,3,3,1,2024-01-11 07:25:05.728225
RV0000373,PR000246,D0057,1,7,1,2024-01-16 18:57:40.366734
RV0000374,PR000247,D0059,1,3,0,2024-01-10 14:56:57.067535
RV0000375,PR000247,D0059,2,7,1,2024-01-10 15:47:23.262911
RV0000376,PR000248,D0059,1,5,1,2024-01-18 13:07:03.051309
