deployment_id,project_id,sprint_id,environment,deployment_timestamp,status,rollback,duration_minutes,is_failure
DEP000029,P001,S0003,staging,2024-01-18 09:37:25.688692,Success,0,11.2,0
DEP000030,P001,S0003,staging,2024-01-25 20:18:53.741822,Success,0,11.1,0
DEP000031,P001,S0004,production,2024-02-05 11:32:58.085102,Success,0,1.5,0
DEP000032,P001,S0004,production,2024-02-04 12:50:38.283727,Success,0,12.3,0
DEP000033,P001,S0005,staging,2024-02-23 20:34:53.639047,Success,0,17.9,0
DEP000034,P001,S0005,staging,2024-02-18 14:43:29.628972,Success,0,9.5,0
DEP000035,P001,S0005,production,2024-02-21 08:36:44.182081,Success,0,11.4,0
DEP000036,P001,S0006,staging,2024-03-05 00:29:53.117559,Success,0,2.1,0
DEP000037,P001,S0006,staging,2024-02-28 10:21:53.035039,Success,0,20.6,0
DEP000038,P001,S0006,staging,2024-03-01 12:35:57.994765,Success,0,21.5,0
DEP000039,P001,S0006,staging,2024-03-01 14:40:02.627679,Success,0,19.6,0
DEP000040,P001,S0006,staging,2024-03-06 21:52:35.808006,Success,0,9.2,0
DEP000041,P001,S0006,production,2024-03-08 04:38:20.023288,Success,0,14.9,0
DEP000042,P001,S0006,production,2024-03-06 21:29:39.234136,Success,0,16.8,0
DEP000043,P001,S0007,staging,2024-03-12 22:08:01.828487,Success,0,10.6,0
DEP000044,P001,S0007,production,2024-03-19 07:29:19.147001,Success,0,5.9,0
DEP000045,P001,S0007,staging,2024-03-22 03:55:44.642896,Success,0,22.4,0
DEP000046,P001,S0007,production,2024-03-10 14:15:55.108609,Success,0,2.9,0
DEP000047,P001,S0007,production,2024-03-10 04:20:00.941927,Success,0,11.8,0
DEP000048,P001,S0008,staging,2024-03-27 19:47:43.766311,Success,0,17.2,0
DEP000049,P001,S0008,staging,2024-04-01 22:07:19.563716,Success,0,9.5,0
DEP000050,P001,S0008,staging,2024-03-24 11:51:17.508214,Success,0,11.1,0
DEP000051,P001,S0009,production,2024-04-14 20:30:19.233313,Success,0,22.5,0
DEP000052,P001,S0009,staging,2024-04-15 18:17:44.645210,Failed,0,18.5,1
DEP000053,P001,S0009,production,2024-04-16 05:32:17.964321,Success,0,15.7,0
DEP000054,P001,S0009,production,2024-04-15 05:47:34.737026,Failed,0,12.6,1
DEP000055,P001,S0009,production,2024-04-15 22:16:27.633772,Success,0,9.3,0
DEP000056,P001,S0009,staging,2024-04-12 15:58:06.240804,Success,0,12.8,0
DEP000057,P001,S0009,staging,2024-04-15 08:21:54.092802,Success,0,8.6,0
DEP000058,P001,S0009,staging,2024-04-10 22:24:39.849983,Success,0,27.1,0
DEP000059,P001,S0009,staging,2024-04-12 02:47:03.221711,Success,0,26.5,0
DEP000060,P001,S0009,staging,2024-04-07 17:22:27.288065,Success,0,33.2,0
DEP000061,P001,S0009,staging,2024-04-15 19:36:13.041358,Success,0,1.2,0
DEP000062,P001,S0009,staging,2024-04-16 06:56:28.406038,Success,0,70.1,0
DEP000063,P001,S0009,staging,2024-04-19 23:59:42.246083,Success,0,23.4,0
DEP000064,P001,S0010,production,2024-04-27 14:50:03.025634,Success,0,24.5,0
DEP000065,P001,S0010,production,2024-04-22 04:38:21.672835,Success,0,12.1,0
DEP000066,P001,S0010,staging,2024-05-03 21:49:42.758929,Success,0,11.2,0
DEP000067,P001,S0010,staging,2024-04-26 05:35:43.456789,Success,0,29.5,0
DEP000068,P001,S0010,production,2024-04-24 23:33:58.041824,Success,0,9.9,0
DEP000069,P001,S0010,production,2024-04-25 05:58:37.737636,Failed,0,23.4,1
DEP000070,P001,S0010,staging,2024-04-25 14:39:40.399988,Success,0,20.1,0
DEP000071,P001,S0010,staging,2024-04-22 01:10:19.005355,Success,0,29.0,0
DEP000072,P001,S0010,production,2024-05-03 12:21:10.338070,Success,0,19.2,0
DEP000073,P001,S0010,staging,2024-04-29 15:50:38.765668,Success,0,12.4,0
DEP000074,P001,S0010,staging,2024-04-25 21:17:50.253153,Success,0,32.1,0
DEP000075,P001,S0010,staging,2024-04-27 19:18:49.326223,Success,0,15.5,0
DEP000076,P002,S0011,production,2024-01-01 20:06:15.563010,Success,0,4.0,0
DEP000077,P002,S0011,staging,2023-12-28 12:07:46.956300,Success,0,25.7,0
DEP000078,P002,S0011,production,2023-12-29 23:32:41.153836,Success,0,25.8,0
DEP000079,P002,S0011,production,2024-01-03 00:17:11.287000,Success,0,44.5,0
DEP000080,P002,S0012,staging,2024-01-19 08:00:26.085468,Success,0,22.6,0
DEP000081,P002,S0012,staging,2024-01-09 04:24:49.527845,Success,0,7.3,0
DEP000082,P002,S0012,staging,2024-01-15 15:13:52.689187,Success,0,48.3,0
DEP000083,P002,S0012,staging,2024-01-10 13:39:37.498499,Success,0,19.7,0
DEP000084,P002,S0012,staging,2024-01-11 12:06:03.917021,Success,0,7.3,0
DEP000085,P002,S0012,production,2024-01-09 16:54:20.200933,Success,0,16.5,0
DEP000086,P002,S0012,staging,2024-01-17 23:02:01.645099,Success,0,19.2,0
DEP000087,P002,S0012,staging,2024-01-09 18:11:37.978756,Success,0,3.3,0
DEP000088,P002,S0013,staging,2024-01-23 07:06:13.865090,Success,0,10.4,0
DEP000089,P002,S0013,staging,2024-02-02 01:44:00.702485,Success,0,15.4,0
DEP000090,P002,S0013,production,2024-02-03 16:20:26.491755,Success,0,10.6,0
DEP000091,P002,S0013,staging,2024-01-27 13:44:05.520019,Failed,1,10.8,1
DEP000092,P002,S0014,staging,2024-02-11 09:27:32.132281,Success,0,24.7,0
DEP000093,P002,S0014,staging,2024-02-07 18:38:21.775859,Success,0,36.2,0
DEP000094,P002,S0014,production,2024-02-11 10:42:52.370841,Success,0,15.6,0
DEP000095,P002,S0014,staging,2024-02-16 11:45:58.426612,Success,0,30.9,0
DEP000096,P002,S0015,staging,2024-02-27 15:11:30.335733,Success,0,16.3,0
DEP000097,P002,S0015,production,2024-02-22 10:31:50.803422,Success,0,32.3,0
DEP000098,P002,S0015,production,2024-03-01 22:20:36.604734,Success,0,8.6,0
DEP000099,P002,S0015,production,2024-02-26 19:38:39.874952,Success,0,8.5,0
DEP000100,P002,S0015,production,2024-02-20 17:39:49.168824,Success,0,9.9,0
DEP000101,P002,S0015,staging,2024-03-01 15:03:59.950751,Success,0,17.3,0
DEP000102,P002,S0015,staging,2024-03-02 13:06:24.439942,Success,0,14.2,0
DEP000103,P002,S0015,staging,2024-02-25 07:08:09.141388,Success,0,2.5,0
DEP000104,P002,S0016,production,2024-03-14 04:12:30.990545,Success,0,6.2,0
DEP000105,P002,S0016,production,2024-03-04 02:13:45.258126,Failed,0,34.2,1
DEP000106,P002,S0016,production,2024-03-15 10:17:06.972837,Success,0,9.0,0
DEP000107,P002,S0016,staging,2024-03-07 02:16:03.978154,Success,0,17.0,0
DEP000108,P002,S0016,production,2024-03-10 01:06:05.557110,Success,0,21.4,0
DEP000109,P002,S0016,staging,2024-03-05 13:59:54.607779,Success,0,32.3,0
DEP000110,P002,S0016,staging,2024-03-11 12:41:57.801712,Success,0,22.0,0
DEP000111,P002,S0017,production,2024-03-23 01:10:51.707155,Success,0,4.2,0
DEP000112,P002,S0017,production,2024-03-18 19:46:56.150097,Success,0,12.7,0
DEP000113,P002,S0017,staging,2024-03-21 13:32:44.886431,Success,0,8.4,0
DEP000114,P002,S0017,staging,2024-03-27 05:23:58.405455,Success,0,7.1,0
DEP000115,P002,S0017,staging,2024-03-28 22:58:40.103561,Success,0,9.6,0
DEP000116,P002,S0017,staging,2024-03-18 21:14:27.593832,Success,0,3.2,0
DEP000117,P002,S0017,staging,2024-03-25 00:43:37.461447,Success,0,17.9,0
DEP000118,P002,S0017,production,2024-03-24 06:26:06.233557,Success,0,7.8,0
DEP000119,P002,S0017,production,2024-03-29 01:00:51.887412,Success,0,12.3,0
DEP000120,P002,S0017,staging,2024-03-29 03:55:12.140739,Success,0,15.2,0
DEP000121,P002,S0018,staging,2024-04-03 20:31:18.170943,Success,0,8.1,0
DEP000122,P002,S0018,production,2024-04-07 11:50:07.040388,Success,0,8.1,0
DEP000123,P002,S0018,production,2024-04-06 22:05:20.298693,Success,0,20.8,0
DEP000124,P002,S0018,production,2024-04-08 07:31:35.073362,Failed,0,21.1,1
DEP000125,P002,S0018,production,2024-04-02 01:57:45.299441,Success,0,13.6,0
DEP000126,P002,S0018,staging,2024-04-03 14:52:20.409523,Success,0,21.6,0
DEP000127,P002,S0018,staging,2024-04-01 07:55:43.429208,Success,0,16.5,0
DEP000128,P002,S0018,staging,2024-04-10 10:40:55.871443,Success,0,10.6,0
DEP000129,P002,S0018,staging,2024-04-05 16:48:00.938211,Success,0,3.9,0
DEP000130,P002,S0018,production,2024-04-10 02:50:13.962277,Success,0,33.3,0
DEP000131,P002,S0019,production,2024-04-20 02:51:35.768669,Success,0,32.3,0
DEP000132,P002,S0019,staging,2024-04-22 21:35:26.948492,Success,0,5.1,0
DEP000133,P002,S0019,staging,2024-04-15 07:01:50.104798,Success,0,37.1,0
DEP000134,P002,S0020,staging,2024-04-29 13:29:44.114915,Success,0,24.8,0
DEP000135,P002,S0020,staging,2024-05-01 01:35:25.632596,Success,0,6.8,0
DEP000136,P002,S0020,production,2024-05-10 01:53:38.661519,Success,0,7.6,0
DEP000137,P002,S0020,production,2024-05-06 17:33:27.710264,Success,0,27.7,0
DEP000138,P002,S0020,production,2024-05-07 06:15:26.113169,Success,0,11.2,0
DEP000139,P002,S0020,staging,2024-05-03 23:05:44.725941,Success,0,18.1,0
DEP000140,P002,S0020,production,2024-05-06 21:37:21.963085,Success,0,17.2,0
DEP000141,P002,S0020,staging,2024-05-08 18:29:57.796988,Success,0,29.1,0
DEP000142,P003,S0021,staging,2023-12-26 10:08:20.355712,Success,0,7.6,0
DEP000143,P003,S0021,staging,2023-12-31 18:34:57.770552,Success,0,7.9,0
DEP000144,P003,S0021,production,2023-12-24 15:34:39.687279,Success,0,26.3,0
DEP000145,P003,S0021,staging,2024-01-01 08:27:33.400531,Success,0,10.6,0
DEP000146,P003,S0021,production,2023-12-30 19:43:32.494089,Success,0,34.6,0
DEP000147,P003,S0021,staging,2023-12-28 14:17:44.409081,Success,0,1.8,0
DEP000148,P003,S0021,staging,2023-12-20 13:55:39.759701,Success,0,7.9,0
DEP000149,P003,S0021,staging,2023-12-24 13:23:25.505114,Success,0,16.2,0
DEP000150,P003,S0021,staging,2023-12-30 14:54:50.266221,Success,0,22.5,0
DEP000151,P003,S0021,production,2023-12-28 23:54:12.182674,Failed,1,7.7,1
DEP000152,P003,S0021,staging,2024-01-01 00:51:40.237954,Failed,1,14.6,1
DEP000153,P003,S0022,staging,2024-01-08 23:27:53.916334,Success,0,28.0,0
DEP000154,P003,S0022,staging,2024-01-14 19:29:35.957928,Success,0,9.1,0
DEP000155,P003,S0022,staging,2024-01-13 15:02:14.395204,Success,0,3.0,0
DEP000156,P003,S0022,production,2024-01-13 06:28:15.747869,Success,0,11.9,0
DEP000157,P003,S0022,production,2024-01-15 19:44:30.482849,Success,0,31.4,0
DEP000158,P003,S0022,production,2024-01-10 12:24:47.035765,Success,0,12.3,0
DEP000159,P003,S0022,staging,2024-01-13 21:02:43.019943,Success,0,18.1,0
DEP000160,P003,S0022,staging,2024-01-09 13:34:00.610708,Success,0,8.9,0
DEP000161,P003,S0022,staging,2024-01-03 04:50:14.006171,Failed,0,18.6,1
DEP000162,P003,S0023,production,2024-01-29 14:49:47.094052,Success,0,10.3,0
DEP000163,P003,S0023,production,2024-01-20 14:41:55.942204,Success,0,17.5,0
DEP000164,P003,S0023,staging,2024-01-19 04:46:30.288814,Success,0,7.9,0
DEP000165,P003,S0023,production,2024-01-17 11:56:40.417569,Success,0,5.3,0
DEP000166,P003,S0024,staging,2024-02-10 21:30:42.691543,Success,0,6.9,0
DEP000167,P003,S0024,staging,2024-02-09 10:25:10.135500,Success,0,5.8,0
DEP000168,P003,S0024,staging,2024-02-02 05:01:06.467190,Success,0,10.9,0
DEP000169,P003,S0024,staging,2024-02-04 16:27:25.318510,Success,0,14.6,0
DEP000170,P003,S0024,staging,2024-02-03 01:52:04.443120,Success,0,1.0,0
DEP000171,P003,S0024,production,2024-02-07 06:23:20.252151,Success,0,10.1,0
DEP000172,P003,S0024,production,2024-02-07 21:01:13.498610,Success,0,12.3,0
DEP000173,P003,S0024,production,2024-02-06 02:37:32.197080,Success,0,13.4,0
DEP000174,P003,S0024,production,2024-02-03 02:21:37.514232,Success,0,12.7,0
DEP000175,P003,S0024,production,2024-02-04 18:30:26.840253,Success,0,4.8,0
DEP000176,P003,S0024,staging,2024-02-02 21:48:54.707419,Success,0,7.6,0
DEP000177,P003,S0025,staging,2024-02-16 14:35:24.709202,Success,0,21.5,0
DEP000178,P003,S0025,production,2024-02-23 14:01:37.161234,Success,0,15.7,0
DEP000179,P003,S0025,staging,2024-02-22 19:25:43.936159,Failed,0,12.9,1
DEP000180,P003,S0025,production,2024-02-25 19:12:51.140739,Success,0,9.7,0
DEP000181,P003,S0025,staging,2024-02-25 18:25:12.041783,Failed,0,24.9,1
DEP000182,P003,S0025,staging,2024-02-22 08:49:24.803683,Success,0,31.0,0
DEP000183,P003,S0025,production,2024-02-26 21:50:23.669619,Success,0,9.9,0
DEP000184,P003,S0025,staging,2024-02-23 21:38:07.585868,Success,0,7.2,0
DEP000185,P003,S0025,staging,2024-02-22 01:25:35.358471,Success,0,11.3,0
DEP000186,P003,S0026,production,2024-03-08 12:02:39.973750,Success,0,17.7,0
DEP000187,P003,S0026,staging,2024-03-07 22:51:46.951459,Success,0,5.5,0
DEP000188,P003,S0026,staging,2024-03-09 21:43:41.144365,Success,0,28.9,0
DEP000189,P003,S0026,staging,2024-03-07 09:41:34.155393,Success,0,3.3,0
DEP000190,P003,S0026,staging,2024-03-03 01:45:38.363557,Success,0,10.5,0
DEP000191,P003,S0026,staging,2024-02-28 23:36:18.939092,Success,0,17.1,0
DEP000192,P003,S0026,production,2024-02-28 20:30:45.686137,Success,0,21.7,0
DEP000193,P003,S0026,production,2024-03-11 04:24:25.371564,Success,0,27.3,0
DEP000194,P003,S0026,staging,2024-03-07 19:59:08.676240,Success,0,5.4,0
DEP000195,P003,S0027,production,2024-03-22 18:10:36.032297,Success,0,7.6,0
DEP000196,P003,S0027,staging,2024-03-14 07:55:23.405621,Success,0,2.5,0
DEP000197,P003,S0027,production,2024-03-13 14:33:15.557894,Success,0,13.9,0
DEP000198,P003,S0027,production,2024-03-25 23:04:31.370173,Success,0,26.1,0
DEP000199,P003,S0027,production,2024-03-22 03:24:31.691644,Success,0,25.2,0
DEP000200,P003,S0027,staging,2024-03-16 05:05:12.655571,Success,0,11.9,0
DEP000201,P003,S0027,production,2024-03-16 22:10:24.282598,Success,0,10.7,0
DEP000202,P003,S0028,production,2024-04-06 03:44:00.300196,Success,0,7.1,0
DEP000203,P003,S0028,staging,2024-04-03 20:40:02.281986,Success,0,10.5,0
DEP000204,P003,S0028,staging,2024-03-31 21:32:33.847931,Success,0,17.7,0
DEP000205,P003,S0028,production,2024-04-05 01:20:38.649149,Success,0,24.6,0
DEP000206,P003,S0028,staging,2024-04-06 06:53:40.105772,Success,0,22.1,0
DEP000207,P003,S0028,production,2024-03-31 05:02:41.423599,Success,0,11.4,0
DEP000208,P003,S0028,staging,2024-04-02 20:24:25.551830,Success,0,16.9,0
DEP000209,P003,S0028,production,2024-04-07 02:36:50.216830,Success,0,9.5,0
DEP000210,P003,S0029,staging,2024-04-11 03:43:38.239885,Success,0,29.2,0
DEP000211,P003,S0029,staging,2024-04-21 04:29:16.844703,Success,0,7.1,0
DEP000212,P003,S0029,staging,2024-04-14 06:00:51.330064,Success,0,8.2,0
DEP000213,P003,S0029,production,2024-04-18 23:37:47.289423,Success,0,8.4,0
DEP000214,P003,S0029,staging,2024-04-20 14:17:01.539415,Success,0,6.7,0
DEP000215,P003,S0029,staging,2024-04-13 11:52:47.716846,Success,0,19.4,0
DEP000216,P003,S0029,staging,2024-04-10 19:22:41.592569,Success,0,24.1,0
DEP000217,P003,S0029,staging,2024-04-11 17:37:36.990540,Success,0,16.1,0
DEP000218,P003,S0029,production,2024-04-19 14:00:30.374686,Success,0,7.9,0
DEP000219,P003,S0029,production,2024-04-11 02:00:49.634559,Failed,1,3.3,1
DEP000220,P003,S0030,staging,2024-04-26 23:14:15.287768,Success,0,2.4,0
DEP000221,P003,S0030,staging,2024-04-28 05:15:47.392055,Success,0,17.0,0
DEP000222,P003,S0030,staging,2024-04-25 23:01:38.033712,Success,0,35.8,0
DEP000223,P003,S0030,production,2024-05-06 12:48:06.563070,Success,0,40.4,0
DEP000224,P003,S0030,staging,2024-05-06 19:30:04.106161,Success,0,29.6,0
DEP000225,P003,S0030,production,2024-05-02 18:00:13.872253,Success,0,31.5,0
DEP000226,P003,S0030,staging,2024-05-01 03:21:03.369501,Success,0,13.2,0
DEP000227,P003,S0030,production,2024-04-28 03:42:52.620786,Success,0,19.1,0
DEP000228,P003,S0030,staging,2024-04-26 21:57:30.474285,Success,0,33.0,0
DEP000229,P004,S0031,production,2023-12-29 18:43:23.277343,Success,0,8.4,0
DEP000230,P004,S0031,production,2024-01-02 12:14:19.243796,Success,0,9.2,0
DEP000231,P004,S0031,staging,2024-01-09 01:45:57.527331,Success,0,15.1,0
DEP000232,P004,S0031,staging,2024-01-10 12:59:24.493222,Success,0,6.9,0
DEP000233,P004,S0031,staging,2023-12-30 06:55:26.081513,Success,0,8.3,0
DEP000234,P004,S0031,staging,2024-01-07 18:26:42.198768,Success,0,1.0,0
DEP000235,P004,S0031,staging,2024-01-07 22:07:37.521917,Success,0,7.0,0
DEP000236,P004,S0032,production,2024-01-18 19:09:58.144083,Success,0,18.8,0
DEP000237,P004,S0032,staging,2024-01-20 03:52:09.926079,Success,0,6.8,0
DEP000238,P004,S0032,production,2024-01-18 08:47:52.544198,Success,0,5.4,0
DEP000239,P004,S0032,staging,2024-01-13 01:10:23.717093,Success,0,9.8,0
DEP000240,P004,S0032,staging,2024-01-20 10:22:25.968160,Success,0,16.4,0
DEP000241,P004,S0032,staging,2024-01-12 11:31:02.235242,Failed,1,10.1,1
DEP000242,P004,S0032,production,2024-01-13 08:24:52.180542,Success,0,48.5,0
DEP000243,P004,S0032,production,2024-01-17 13:40:40.026331,Success,0,14.1,0
DEP000244,P004,S0032,production,2024-01-23 08:40:38.325884,Success,0,19.7,0
DEP000245,P004,S0033,staging,2024-02-01 12:26:50.468269,Success,0,24.6,0
DEP000246,P004,S0033,production,2024-02-02 04:58:51.420320,Success,0,5.6,0
DEP000247,P004,S0033,staging,2024-01-27 11:11:59.055423,Success,0,10.9,0
DEP000248,P004,S0033,production,2024-01-27 12:32:57.480225,Success,0,6.0,0
DEP000249,P004,S0033,production,2024-01-28 10:54:45.053158,Success,0,12.6,0
DEP000250,P004,S0033,staging,2024-01-29 05:08:29.919693,Success,0,28.5,0
DEP000251,P004,S0034,production,2024-02-14 00:58:24.158367,Success,0,10.3,0
DEP000252,P004,S0034,production,2024-02-13 19:00:58.201324,Failed,1,27.6,1
DEP000253,P004,S0034,production,2024-02-09 18:19:24.677059,Failed,0,14.9,1
DEP000254,P004,S0034,production,2024-02-09 07:47:14.971424,Success,0,8.5,0
DEP000255,P004,S0034,staging,2024-02-09 23:22:01.434437,Success,0,2.4,0
DEP000256,P004,S0034,staging,2024-02-13 15:14:05.022829,Success,0,6.1,0
DEP000257,P004,S0034,staging,2024-02-10 07:59:06.607624,Failed,0,12.2,1
DEP000258,P004,S0034,production,2024-02-12 17:51:36.753373,Success,0,15.1,0
DEP000259,P004,S0034,staging,2024-02-16 00:17:22.574381,Success,0,30.9,0
DEP000260,P004,S0034,production,2024-02-19 17:17:31.759229,Success,0,16.1,0
DEP000261,P004,S0034,staging,2024-02-15 06:29:40.662715,Success,0,18.8,0
DEP000262,P004,S0034,production,2024-02-20 16:47:38.078910,Success,0,5.6,0
DEP000263,P004,S0035,staging,2024-03-04 16:51:42.574557,Success,0,16.7,0
DEP000264,P004,S0035,production,2024-02-27 08:08:22.905262,Success,0,25.2,0
DEP000265,P004,S0035,production,2024-02-28 18:27:18.961070,Success,0,5.7,0
DEP000266,P004,S0035,production,2024-03-04 12:11:55.816590,Success,0,16.0,0
DEP000267,P004,S0035,production,2024-03-04 04:58:13.206787,Success,0,8.5,0
DEP000268,P004,S0035,production,2024-03-06 21:50:08.422173,Success,0,15.0,0
DEP000269,P004,S0035,staging,2024-03-03 11:16:12.318409,Success,0,37.1,0
DEP000270,P004,S0035,staging,2024-02-28 02:14:06.864384,Success,0,36.8,0
DEP000271,P004,S0035,staging,2024-03-02 13:03:01.181497,Success,0,9.4,0
DEP000272,P004,S0035,staging,2024-03-01 20:41:16.128655,Success,0,7.1,0
DEP000273,P004,S0036,staging,2024-03-15 14:16:29.904187,Success,0,7.0,0
DEP000274,P004,S0036,staging,2024-03-12 18:04:37.537691,Success,0,29.1,0
DEP000275,P004,S0036,production,2024-03-10 08:16:07.910646,Success,0,2.9,0
DEP000276,P004,S0036,production,2024-03-16 04:54:24.758651,Failed,0,8.5,1
DEP000277,P004,S0036,staging,2024-03-13 05:44:52.259010,Success,0,12.3,0
DEP000278,P004,S0036,production,2024-03-13 02:57:48.512189,Success,0,3.2,0
DEP000279,P004,S0036,staging,2024-03-16 15:04:52.727618,Success,0,18.5,0
DEP000280,P004,S0036,production,2024-03-10 07:15:20.109349,Success,0,3.4,0
DEP000281,P004,S0036,staging,2024-03-08 15:41:40.991887,Success,0,16.5,0
DEP000282,P004,S0036,production,2024-03-16 18:23:23.944528,Success,0,27.9,0
DEP000283,P004,S0036,production,2024-03-11 22:37:59.590164,Success,0,9.7,0
DEP000284,P004,S0036,production,2024-03-20 05:36:45.703745,Success,0,47.6,0
DEP000285,P004,S0037,staging,2024-04-03 04:22:21.636864,Success,0,3.2,0
DEP000286,P004,S0037,production,2024-03-22 23:02:39.704534,Success,0,7.7,0
DEP000287,P004,S0037,production,2024-03-23 10:50:17.434880,Success,0,21.6,0
DEP000288,P004,S0037,production,2024-03-30 07:06:37.655955,Success,0,8.9,0
DEP000289,P004,S0037,production,2024-03-30 18:24:23.101738,Success,0,33.1,0
DEP000290,P004,S0037,staging,2024-03-30 17:06:18.178702,Success,0,12.6,0
DEP000291,P004,S0038,production,2024-04-12 09:00:25.156138,Success,0,10.9,0
DEP000292,P004,S0038,staging,2024-04-17 16:48:46.256492,Success,0,16.8,0
DEP000293,P004,S0038,staging,2024-04-14 22:41:07.813282,Success,0,21.7,0
DEP000294,P004,S0039,production,2024-04-23 15:56:21.112188,Success,0,14.9,0
DEP000295,P004,S0039,production,2024-04-20 17:48:43.200409,Success,0,9.8,0
DEP000296,P004,S0039,staging,2024-04-23 05:10:12.432907,Success,0,2.9,0
DEP000297,P004,S0039,staging,2024-04-21 21:47:41.075728,Success,0,28.9,0
DEP000298,P004,S0039,staging,2024-04-30 02:03:48.437485,Success,0,23.4,0
DEP000299,P004,S0040,production,2024-05-08 09:23:50.221078,Success,0,31.7,0
DEP000300,P004,S0040,staging,2024-05-06 15:36:07.080576,Success,0,6.5,0
DEP000301,P004,S0040,staging,2024-05-15 00:39:52.794268,Success,0,15.7,0
DEP000302,P004,S0040,production,2024-05-10 17:20:22.527879,Success,0,12.0,0
DEP000303,P004,S0040,production,2024-05-14 02:12:39.750444,Success,0,4.6,0
DEP000304,P004,S0040,staging,2024-05-05 19:05:53.596106,Success,0,15.9,0
DEP000305,P004,S0040,production,2024-05-03 06:43:33.511685,Failed,1,19.4,1
DEP000306,P004,S0040,production,2024-05-08 11:38:32.129649,Success,0,18.4,0
DEP000307,P004,S0040,staging,2024-05-10 10:56:10.096084,Success,0,20.5,0
DEP000308,P005,S0041,staging,2024-01-04 01:08:40.987596,Success,0,20.8,0
DEP000309,P005,S0041,staging,2023-12-25 22:53:37.575741,Success,0,2.2,0
DEP000310,P005,S0041,staging,2024-01-01 10:36:27.490224,Success,0,29.1,0
DEP000311,P005,S0041,production,2024-01-05 03:24:38.584288,Success,0,17.2,0
DEP000312,P005,S0041,production,2024-01-02 14:04:04.675501,Success,0,14.2,0
DEP000313,P005,S0042,production,2024-01-19 15:57:45.050209,Success,0,2.9,0
DEP000314,P005,S0042,staging,2024-01-13 23:13:42.975960,Success,0,3.7,0
DEP000315,P005,S0042,production,2024-01-09 18:50:07.820038,Success,0,24.8,0
DEP000316,P005,S0042,staging,2024-01-13 18:58:35.866344,Success,0,30.8,0
DEP000317,P005,S0042,staging,2024-01-09 01:30:50.409232,Success,0,21.6,0
DEP000318,P005,S0042,staging,2024-01-18 18:18:03.253793,Success,0,34.0,0
DEP000319,P005,S0042,production,2024-01-11 16:00:34.608110,Success,0,29.5,0
DEP000320,P005,S0043,staging,2024-01-29 12:22:12.247801,Success,0,32.2,0
DEP000321,P005,S0043,staging,2024-01-26 22:10:35.390483,Success,0,24.3,0
DEP000322,P005,S0043,staging,2024-01-30 02:25:40.818608,Success,0,13.6,0
DEP000323,P005,S0043,staging,2024-01-24 21:28:36.222453,Success,0,13.8,0
DEP000324,P005,S0043,production,2024-02-01 08:39:57.510205,Success,0,13.5,0
DEP000325,P005,S0044,staging,2024-02-06 15:17:17.236494,Success,0,17.4,0
DEP000326,P005,S0044,production,2024-02-15 03:54:54.154248,Failed,1,7.6,1
